phone_number,email,credit_score,age_group,family_background,income,property_type,budget,preferred_location,comments,lead_intent
+91-860317807,orodriguez@example.com,536,36-50,Single,1103356,Commercial,2103187,Ahmedabad,Please send details,0
+91-1657985313,agarcia@example.com,420,51+,Married,1901053,Apartment,798072,Ahmedabad,Please send details,1
+91-1171257461,shawnsmith@example.net,335,26-35,Married with Kids,1426184,Plot,2353518,Hyderabad,Visit after 2 weeks,0
+91-3570074656,iharrison@example.com,820,36-50,Single,1379572,Plot,740791,Hyderabad,Interested in investment,1
+91-7304859288,msmith@example.com,468,18-25,Married,1608918,Plot,970415,Mumbai,Finalizing options this week,1
+91-4137172195,thompsonshawn@example.net,496,36-50,Married,1723099,Plot,910741,Noida,Immediate possession preferred,1
+91-6849669014,alvaradopaul@example.com,580,26-35,Single,1499220,Apartment,2013453,Noida,Interested in investment,1
+91-6846526161,dodom@example.com,443,26-35,Married,261502,Apartment,860056,Mumbai,Urgent visit required,0
+91-8972499726,mjackson@example.org,668,18-25,Single,1985193,Apartment,1827004,Chennai,Urgent visit required,1
+91-4199341441,joneal@example.net,738,26-35,Married,1986313,Plot,972743,Jaipur,Interested in investment,1
+91-6237429842,fvaughn@example.com,495,26-35,Single,922195,Commercial,926347,Ahmedabad,Finalizing options this week,1
+91-9092535300,daniellecooper@example.org,675,26-35,Married,1409212,Plot,1775184,Chennai,Interested in investment,1
+91-5733242339,greenmary@example.com,646,18-25,Married,965085,Plot,2987780,Chennai,Visit after 2 weeks,0
+91-4776839056,amberquinn@example.com,464,36-50,Married,895142,Villa,1703007,Surat,Immediate possession preferred,1
+91-209864881,ymartinez@example.com,830,36-50,Single,888361,Plot,1849330,Pune,Visit after 2 weeks,1
+91-5739363963,scott90@example.net,639,18-25,Single,423138,Commercial,2993585,Ahmedabad,Finalizing options this week,0
+91-1263891211,david09@example.com,721,26-35,Married with Kids,1298173,Villa,700862,Hyderabad,Just exploring,1
+91-1684989019,dbyrd@example.org,772,18-25,Married,1722724,Commercial,1905780,Mumbai,Budget issue,1
+91-6483050186,ethan82@example.org,530,51+,Married with Kids,1394704,Commercial,2575014,Pune,Please send details,0
+91-902473581,ntucker@example.com,599,18-25,Single,252040,Commercial,1697880,Pune,Call me ASAP,0
+91-7177508767,savagesteven@example.com,544,18-25,Married with Kids,533007,Plot,2039261,Pune,Immediate possession preferred,0
+91-1757901716,william69@example.org,414,36-50,Single,1416339,Apartment,2204933,Mumbai,Call me ASAP,1
+91-4903818436,jeremy63@example.com,341,36-50,Single,1545287,Plot,2159163,Hyderabad,Not now,0
+91-1740518571,ddavis@example.org,637,26-35,Married,1253526,Commercial,1995572,Jaipur,Urgent visit required,1
+91-6172812702,tammypeterson@example.com,825,36-50,Single,1279394,Plot,2484473,Mumbai,Need loan info,1
+91-9428621612,sara06@example.net,511,36-50,Married with Kids,648975,Plot,1601531,Delhi,Urgent visit required,1
+91-6937813214,catherinemedina@example.org,431,51+,Married,1227628,Apartment,1549085,Hyderabad,Looking to move soon,1
+91-8852525027,hpadilla@example.com,621,36-50,Married,1466118,Commercial,1360180,Jaipur,Not now,0
+91-9986962688,david93@example.net,543,26-35,Married,1207572,Commercial,1339954,Ahmedabad,Not now,0
+91-6941720898,christopherprince@example.net,634,51+,Married,1181978,Villa,2819792,Mumbai,Please send details,0
+91-4804836165,reneekelly@example.com,829,18-25,Married,718282,Plot,2529319,Jaipur,Please send details,1
+91-8732419872,yford@example.org,607,36-50,Married with Kids,1140668,Apartment,614175,Noida,Immediate possession preferred,1
+91-9202420059,troy04@example.org,803,36-50,Single,469039,Plot,1750849,Noida,Just exploring,0
+91-1589377619,dfields@example.org,584,26-35,Single,577231,Villa,1342586,Delhi,Need loan info,0
+91-5158513289,samantha66@example.org,548,26-35,Single,1952454,Commercial,778665,Surat,Interested in investment,1
+91-8081088931,qflores@example.net,479,26-35,Married,773217,Commercial,587547,Surat,Budget issue,0
+91-8591922042,fosterdiana@example.org,776,18-25,Single,1341343,Commercial,2519602,Surat,Just exploring,0
+91-1215241617,zjackson@example.org,447,26-35,Single,1346004,Plot,2021217,Surat,Need loan info,0
+91-7751324864,coxbobby@example.org,734,26-35,Single,631027,Apartment,2877230,Mumbai,Need loan info,1
+91-4563593235,palmeranna@example.org,421,18-25,Married with Kids,685937,Plot,819779,Mumbai,Finalizing options this week,1
+91-8816059087,mackenziemiller@example.net,625,26-35,Married,1201584,Plot,1319457,Surat,Please send details,1
+91-9494489902,smithbrenda@example.com,544,36-50,Single,1719841,Villa,944240,Surat,Not now,0
+91-192253086,torresjonathan@example.net,380,18-25,Married,1893935,Apartment,1138556,Bangalore,Please send details,1
+91-1914554078,ericksonyvette@example.com,650,26-35,Married,1928821,Commercial,2700977,Jaipur,Looking to move soon,1
+91-543520536,sgordon@example.net,661,51+,Married with Kids,1884447,Commercial,2670388,Mumbai,Urgent visit required,1
+91-4414858905,scooper@example.com,597,36-50,Single,1554922,Apartment,2716516,Mumbai,Looking to move soon,1
+91-5640615633,justin63@example.org,545,18-25,Married with Kids,899929,Commercial,1472364,Bangalore,Finalizing options this week,1
+91-4052367171,nicole65@example.org,351,26-35,Single,352164,Commercial,2674482,Surat,Immediate possession preferred,0
+91-180573200,anna08@example.org,625,26-35,Married,654076,Plot,1921574,Noida,Budget issue,0
+91-1265247405,blakehenderson@example.org,640,18-25,Single,1494942,Plot,1123061,Pune,Looking to move soon,1
+91-9683767467,linda03@example.com,547,26-35,Married with Kids,1103810,Commercial,555904,Chennai,Immediate possession preferred,1
+91-2430817839,sara17@example.net,845,36-50,Single,377063,Commercial,2599239,Pune,Visit after 2 weeks,0
+91-4212448342,justinmcdaniel@example.org,416,26-35,Single,973401,Plot,545217,Jaipur,Finalizing options this week,1
+91-8229262742,paynelisa@example.org,733,18-25,Single,1440850,Villa,1186856,Jaipur,Just exploring,1
+91-2281991464,owenellen@example.com,367,26-35,Single,539666,Apartment,1967902,Chennai,Just exploring,0
+91-2856803648,suzannejones@example.com,828,51+,Married,1344222,Commercial,1607118,Jaipur,Just exploring,1
+91-2237794403,stanleymadison@example.net,482,18-25,Single,1577466,Apartment,526910,Pune,Call me ASAP,1
+91-3990187462,sarayoung@example.net,523,26-35,Married,1793196,Villa,869516,Ahmedabad,Urgent visit required,1
+91-2392764787,rosborn@example.com,781,26-35,Married with Kids,1261614,Villa,1850908,Mumbai,Budget issue,1
+91-3907708825,laurensantiago@example.com,526,26-35,Married,1062583,Plot,2032854,Mumbai,Finalizing options this week,1
+91-8086359277,kimberlyhenderson@example.com,317,36-50,Single,790406,Villa,2776302,Jaipur,Looking to move soon,1
+91-2831912565,obrienerin@example.com,584,26-35,Married,1050348,Villa,2235471,Pune,Finalizing options this week,1
+91-7646236268,alexandrawright@example.net,828,36-50,Married,1479277,Villa,707008,Mumbai,Visit after 2 weeks,1
+91-7307488740,kevinsmith@example.org,799,18-25,Married,1693839,Villa,1201809,Pune,Need loan info,1
+91-9584398851,tammy20@example.org,378,26-35,Married with Kids,1057101,Apartment,2972786,Noida,Urgent visit required,1
+91-4596982538,cindy45@example.org,354,18-25,Married,1077681,Plot,2652200,Chennai,Looking to move soon,1
+91-2607924302,penachristy@example.com,635,36-50,Married,948388,Commercial,770894,Noida,Interested in investment,1
+91-7589657383,adrianabennett@example.org,317,36-50,Married with Kids,1507707,Villa,2425902,Chennai,Not now,0
+91-6935801537,barbarafowler@example.org,334,36-50,Married with Kids,1597942,Apartment,2385750,Surat,Visit after 2 weeks,1
+91-4400445675,nperez@example.net,327,36-50,Single,1074526,Apartment,1137126,Noida,Immediate possession preferred,1
+91-5086579086,ucordova@example.org,808,36-50,Married,871489,Villa,1736841,Jaipur,Looking to move soon,1
+91-9859043137,trevinoheather@example.net,782,26-35,Married,1982477,Villa,908916,Mumbai,Looking to move soon,1
+91-5966583872,joegrant@example.net,379,26-35,Married with Kids,1699432,Plot,1422494,Noida,Please send details,1
+91-783483046,smithsandra@example.net,501,26-35,Married,586153,Villa,734937,Ahmedabad,Immediate possession preferred,1
+91-7214669528,kevin48@example.com,552,51+,Married,1939228,Commercial,1554549,Delhi,Visit after 2 weeks,1
+91-606467916,xnelson@example.org,799,36-50,Single,263564,Commercial,865866,Noida,Budget issue,0
+91-8463580100,beltranerika@example.org,564,18-25,Married with Kids,1971575,Apartment,2244365,Mumbai,Finalizing options this week,1
+91-9030935893,nbryant@example.net,355,26-35,Married,908671,Apartment,1835337,Surat,Just exploring,0
+91-234725635,kimberly98@example.org,450,36-50,Married with Kids,721068,Apartment,2090439,Hyderabad,Budget issue,0
+91-2466044939,woodwardjason@example.org,456,36-50,Married,578416,Commercial,2051409,Mumbai,Finalizing options this week,0
+91-7263376459,sharpjerome@example.com,771,36-50,Single,277997,Apartment,2568237,Mumbai,Urgent visit required,1
+91-9153608760,brownedward@example.net,731,18-25,Single,1473921,Villa,1441193,Pune,Interested in investment,1
+91-1949409904,lisa75@example.com,546,36-50,Married with Kids,776212,Apartment,2063410,Surat,Please send details,0
+91-491446177,dlewis@example.net,453,36-50,Married with Kids,1230193,Plot,2213844,Mumbai,Please send details,0
+91-4534531576,pcarrillo@example.net,569,51+,Married with Kids,1230613,Apartment,708496,Delhi,Interested in investment,1
+91-908620908,robleseric@example.org,826,51+,Single,1092514,Apartment,699814,Jaipur,Immediate possession preferred,1
+91-6300544366,ikim@example.net,585,26-35,Married,927612,Commercial,586089,Mumbai,Please send details,1
+91-2624900821,escobartracy@example.com,792,18-25,Single,667798,Commercial,2087839,Surat,Urgent visit required,1
+91-688822679,jasondiaz@example.net,605,18-25,Single,1911484,Apartment,2386894,Surat,Urgent visit required,1
+91-9350504157,suzanne56@example.org,600,26-35,Single,1519749,Apartment,1859419,Chennai,Not now,0
+91-8864519309,carlaswanson@example.net,330,36-50,Single,812808,Villa,615410,Ahmedabad,Visit after 2 weeks,1
+91-8731142958,nancy14@example.com,720,26-35,Married,652293,Villa,2529535,Hyderabad,Urgent visit required,1
+91-6180424884,karinahodges@example.net,658,51+,Married,1752976,Villa,1156584,Surat,Not now,0
+91-5048193674,xmcconnell@example.net,511,36-50,Single,540726,Plot,501490,Bangalore,Need loan info,0
+91-6432615317,qsilva@example.com,609,51+,Married with Kids,375014,Plot,694028,Noida,Visit after 2 weeks,0
+91-7202588927,usharp@example.org,827,18-25,Married with Kids,1847644,Plot,2007837,Hyderabad,Looking to move soon,1
+91-6703312637,shelley06@example.com,602,18-25,Married with Kids,364121,Apartment,1055393,Pune,Looking to move soon,0
+91-1447875710,brooksdanielle@example.com,322,26-35,Married with Kids,1066734,Apartment,2667635,Noida,Please send details,0
+91-2646752051,robert70@example.com,784,26-35,Single,342372,Apartment,1898873,Delhi,Immediate possession preferred,1
+91-3747712095,nbaker@example.com,485,26-35,Married,1725788,Commercial,1647240,Mumbai,Looking to move soon,1
+91-6946378529,charlesamy@example.com,693,18-25,Single,1307835,Plot,2405517,Bangalore,Urgent visit required,1
+91-7252660997,scombs@example.net,402,18-25,Married with Kids,834145,Commercial,1354855,Delhi,Urgent visit required,1
+91-1673922250,williamjohnson@example.com,817,18-25,Married with Kids,1297885,Commercial,1001911,Pune,Looking to move soon,1
+91-4733958957,kathrynrivera@example.net,772,36-50,Married,647954,Villa,2764903,Bangalore,Looking to move soon,1
+91-2745420481,fowlereric@example.com,753,18-25,Married,1360179,Commercial,2492800,Surat,Need loan info,1
+91-750679849,katieli@example.net,492,26-35,Single,578737,Commercial,1752651,Surat,Please send details,0
+91-53715473,joseph62@example.com,791,36-50,Married with Kids,573729,Plot,2077357,Surat,Budget issue,0
+91-1623640178,stephanie14@example.net,516,18-25,Married,1991307,Villa,1871210,Ahmedabad,Finalizing options this week,1
+91-6287984710,umccoy@example.net,485,26-35,Married,1262712,Villa,1748268,Ahmedabad,Not now,0
+91-418953065,joshua89@example.org,404,26-35,Single,460539,Apartment,2098806,Jaipur,Interested in investment,0
+91-6640822105,priscillafritz@example.org,419,26-35,Married,537888,Commercial,1972692,Hyderabad,Need loan info,0
+91-9849619239,hamiltonmichael@example.com,773,36-50,Single,1860886,Plot,1182526,Bangalore,Budget issue,1
+91-1459204787,andreawells@example.net,789,18-25,Single,994647,Villa,2839361,Surat,Finalizing options this week,1
+91-1381661997,victoriaduncan@example.org,684,36-50,Single,979606,Plot,1807433,Hyderabad,Call me ASAP,1
+91-8872296770,crawfordkevin@example.net,815,26-35,Married,347043,Villa,1920565,Ahmedabad,Looking to move soon,1
+91-1965000553,martinezjustin@example.net,313,26-35,Married with Kids,1914825,Commercial,1002845,Delhi,Looking to move soon,1
+91-1817940731,rodneyjohnson@example.net,495,26-35,Married,756349,Commercial,2105549,Bangalore,Just exploring,0
+91-3738217401,elizabeth45@example.net,697,51+,Single,928346,Plot,925378,Ahmedabad,Immediate possession preferred,1
+91-7524425035,montgomeryshaun@example.net,676,51+,Married,1593344,Plot,1866800,Ahmedabad,Immediate possession preferred,1
+91-8427354683,johnsonjanet@example.net,624,36-50,Married with Kids,1346967,Plot,957843,Surat,Finalizing options this week,1
+91-6402730346,josechambers@example.com,607,26-35,Married,1700987,Commercial,610717,Pune,Budget issue,0
+91-7453489019,christophermoran@example.org,590,36-50,Single,1806437,Apartment,530826,Chennai,Looking to move soon,1
+91-8661641462,lisa82@example.net,730,36-50,Married with Kids,1064724,Plot,1999159,Surat,Call me ASAP,1
+91-8371875141,joseph07@example.net,321,26-35,Married,1048890,Apartment,2964608,Jaipur,Looking to move soon,1
+91-1902416570,mark54@example.org,379,26-35,Married,271167,Apartment,1258974,Pune,Not now,0
+91-3809119720,berrystephen@example.com,557,26-35,Single,1086112,Commercial,1145393,Ahmedabad,Urgent visit required,1
+91-7555407737,haasmelissa@example.net,754,26-35,Single,1523515,Plot,1255637,Mumbai,Call me ASAP,1
+91-8569780448,benitezerin@example.org,312,26-35,Married with Kids,1324412,Villa,2624665,Surat,Visit after 2 weeks,0
+91-1183670177,kathleenvelasquez@example.org,821,36-50,Married,1690325,Plot,2861126,Ahmedabad,Visit after 2 weeks,1
+91-5175348293,tiffany59@example.com,688,26-35,Married,1434411,Commercial,1224444,Noida,Just exploring,0
+91-4982678164,smclaughlin@example.com,569,36-50,Married with Kids,347083,Plot,2702187,Noida,Need loan info,0
+91-3635859064,robertroberson@example.org,469,36-50,Married with Kids,1517472,Apartment,1052365,Delhi,Immediate possession preferred,1
+91-7819525943,qelliott@example.com,403,26-35,Single,967874,Plot,2773472,Delhi,Please send details,0
+91-2568524004,htanner@example.net,322,26-35,Single,1715517,Villa,1255743,Hyderabad,Finalizing options this week,1
+91-5059903428,amartinez@example.org,553,26-35,Married,1763845,Villa,1722265,Surat,Call me ASAP,1
+91-3056474512,lisa20@example.net,709,36-50,Married with Kids,807582,Plot,1555931,Jaipur,Visit after 2 weeks,1
+91-5406601734,vsilva@example.com,630,51+,Married with Kids,1257574,Villa,2603282,Surat,Interested in investment,0
+91-9472528195,carolyn38@example.com,761,26-35,Married,1823628,Commercial,1811421,Hyderabad,Immediate possession preferred,1
+91-7131563532,jameshoward@example.net,467,18-25,Married with Kids,1138388,Apartment,1876567,Noida,Visit after 2 weeks,0
+91-9743440557,sanchezamber@example.com,829,18-25,Married with Kids,992940,Plot,1148244,Ahmedabad,Need loan info,1
+91-6565905805,rodriguezzachary@example.net,698,36-50,Single,1461014,Villa,1710033,Delhi,Finalizing options this week,1
+91-375407128,jesuskennedy@example.com,355,26-35,Married,1291636,Commercial,706920,Ahmedabad,Please send details,1
+91-4021084080,jamesadams@example.org,414,26-35,Single,1920825,Commercial,669773,Ahmedabad,Please send details,1
+91-1183200246,dsmith@example.org,783,26-35,Married with Kids,1451466,Apartment,644221,Mumbai,Call me ASAP,1
+91-4915811135,aingram@example.org,692,36-50,Single,1459888,Apartment,2392020,Hyderabad,Not now,0
+91-9645145084,nmalone@example.net,515,18-25,Single,1858108,Apartment,1715948,Pune,Not now,0
+91-294599759,geraldwilliams@example.net,490,26-35,Married,1280100,Apartment,920300,Delhi,Finalizing options this week,1
+91-4029686621,natashatorres@example.net,816,36-50,Married with Kids,1478746,Plot,623617,Noida,Call me ASAP,1
+91-9851539457,michellerodriguez@example.com,301,36-50,Married,721649,Apartment,1626587,Ahmedabad,Just exploring,0
+91-2412836818,lgilmore@example.com,325,26-35,Married with Kids,626270,Villa,2732675,Delhi,Just exploring,0
+91-2043592401,solisteresa@example.net,343,26-35,Married,1881743,Plot,1923239,Hyderabad,Interested in investment,1
+91-8033177572,smithkimberly@example.net,409,18-25,Single,1639179,Villa,2145423,Surat,Visit after 2 weeks,1
+91-9390420667,frank41@example.com,764,36-50,Single,1800828,Plot,1028548,Hyderabad,Just exploring,1
+91-8777677922,ryankimberly@example.org,589,36-50,Single,1943496,Commercial,2576539,Hyderabad,Please send details,1
